security_id,current_ticker,current_exchange,company_name,sector,listing_date,identity_status,historical_identity_intervals,candidate_sources,known_evidence_tags,required_edge_case,plan_input_status,priority_rank,priority_score,priority_tier
KBS:HNX:KSD,KSD,HNX,CTCP Đầu tư DNA,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,244,30.0,NORMAL
KBS:HNX:KST,KST,HNX,CTCP KASATI,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,245,30.0,NORMAL
KBS:HNX:KTS,KTS,HNX,CTCP Đường Kon Tum,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,246,30.0,NORMAL
KBS:HNX:L18,L18,HNX,CTCP Đầu tư và Xây dựng Số 18,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,247,30.0,NORMAL
KBS:HNX:LDP,LDP,HNX,CTCP Dược Lâm Đồng (Ladophar),SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,248,30.0,NORMAL
KBS:HNX:MAC,MAC,HNX,CTCP Tập đoàn Macstar,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,249,30.0,NORMAL
KBS:HNX:MAS,MAS,HNX,CTCP Dịch vụ Hàng không Sân bay Đà Nẵng,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,250,30.0,NORMAL
KBS:HNX:MCO,MCO,HNX,CTCP Đầu tư và Xây dựng BDC Việt Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,251,30.0,NORMAL
KBS:HNX:MDC,MDC,HNX,CTCP Than Mông Dương - Vinacomin,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,252,30.0,NORMAL
KBS:HNX:MIC,MIC,HNX,CTCP Kỹ nghệ Khoáng sản Quảng Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,253,30.0,NORMAL
KBS:HNX:MKV,MKV,HNX,CTCP Dược thú Y Cai Lậy,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,254,30.0,NORMAL
KBS:HNX:MVB,MVB,HNX,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,255,30.0,NORMAL
KBS:HNX:NSH,NSH,HNX,CTCP Tập Đoàn Nhôm Sông Hồng Shalumi,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,256,30.0,NORMAL
KBS:HNX:NST,NST,HNX,CTCP Ngân Sơn,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,257,30.0,NORMAL
KBS:HNX:NTH,NTH,HNX,CTCP Thủy điện Nước Trong,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,258,30.0,NORMAL
KBS:HNX:ONE,ONE,HNX,CTCP Công nghệ One,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,259,30.0,NORMAL
KBS:HNX:PBP,PBP,HNX,CTCP Bao bì Dầu khí Việt Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,260,30.0,NORMAL
KBS:HNX:PCE,PCE,HNX,CTCP Phân bón và Hóa chất Dầu khí Miền Trung,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,261,30.0,NORMAL
KBS:HNX:PCH,PCH,HNX,CTCP Picomat Holding,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,262,30.0,NORMAL
KBS:HNX:PGS,PGS,HNX,CTCP Kinh doanh Khí Miền Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,263,30.0,NORMAL
KBS:HNX:PHN,PHN,HNX,CTCP Pin Hà Nội,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,264,30.0,NORMAL
KBS:HNX:PIA,PIA,HNX,CTCP Tin học Viễn thông Petrolimex,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,265,30.0,NORMAL
KBS:HNX:PIC,PIC,HNX,CTCP Đầu tư Điện lực 3,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,266,30.0,NORMAL
KBS:HNX:PMB,PMB,HNX,CTCP Phân bón và Hóa chất Dầu khí Miền Bắc,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,267,30.0,NORMAL
KBS:HNX:PPE,PPE,HNX,CTCP Tư vấn đầu tư PP Enterprise,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,268,30.0,NORMAL
KBS:HNX:PPP,PPP,HNX,CTCP Dược phẩm Phong Phú,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,269,30.0,NORMAL
KBS:HNX:PRC,PRC,HNX,CTCP Logistics Portserco,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,270,30.0,NORMAL
KBS:HNX:PSD,PSD,HNX,CTCP Dịch vụ Phân phối Tổng hợp Dầu khí,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,271,30.0,NORMAL
KBS:HNX:PSI,PSI,HNX,CTCP Chứng khoán Dầu khí,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,272,30.0,NORMAL
KBS:HNX:PTD,PTD,HNX,CTCP Thiết kế Xây dựng Thương mại Phúc Thịnh,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,273,30.0,NORMAL
KBS:HNX:PV2,PV2,HNX,CTCP Genea Capital,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,274,30.0,NORMAL
KBS:HNX:PVB,PVB,HNX,CTCP Bọc ống Dầu khí Việt Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,275,30.0,NORMAL
KBS:HNX:PVG,PVG,HNX,CTCP Kinh doanh LPG Việt Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,276,30.0,NORMAL
KBS:HNX:S55,S55,HNX,CTCP Sông Đà 505,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,277,30.0,NORMAL
KBS:HNX:S99,S99,HNX,CTCP SCI,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,278,30.0,NORMAL
KBS:HNX:SAF,SAF,HNX,CTCP Lương thực Thực phẩm Safoco,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,279,30.0,NORMAL
KBS:HNX:SD5,SD5,HNX,CTCP Sông Đà 5,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,280,30.0,NORMAL
KBS:HNX:SEB,SEB,HNX,CTCP Đầu tư và Phát triển Điện Miền Trung,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,281,30.0,NORMAL
KBS:HNX:SED,SED,HNX,CTCP Đầu tư và Phát triển Giáo dục Phương Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,282,30.0,NORMAL
KBS:HNX:SGD,SGD,HNX,CTCP Sách Giáo dục tại Thành phố Hồ Chí Minh,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,283,30.0,NORMAL
KBS:HNX:SJE,SJE,HNX,CTCP Sông Đà 11,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,284,30.0,NORMAL
KBS:HNX:SLS,SLS,HNX,CTCP Mía Đường Sơn La,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,285,30.0,NORMAL
KBS:HNX:STP,STP,HNX,CTCP Công nghiệp Thương mại Sông Đà,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,286,30.0,NORMAL
KBS:HNX:SVN,SVN,HNX,CTCP Tập đoàn Vexilla Việt Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,287,30.0,NORMAL
KBS:HNX:TDT,TDT,HNX,CTCP Đầu tư và Phát triển TDT,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,288,30.0,NORMAL
KBS:HNX:THT,THT,HNX,CTCP Than Hà Tu - Vinacomin,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,289,30.0,NORMAL
KBS:HNX:TIG,TIG,HNX,CTCP Tập đoàn Đầu tư Thăng Long,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,290,30.0,NORMAL
KBS:HNX:TKU,TKU,HNX,CTCP Công nghiệp Tung Kuang,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,291,30.0,NORMAL
KBS:HNX:TMX,TMX,HNX,CTCP VICEM Thương mại Xi măng,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,292,30.0,NORMAL
KBS:HNX:TTH,TTH,HNX,CTCP Thương mại và Dịch vụ Tiến Thành,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,293,30.0,NORMAL
KBS:HNX:TTT,TTT,HNX,CTCP Du lịch - Thương mại Tây Ninh,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,294,30.0,NORMAL
KBS:HNX:TV3,TV3,HNX,CTCP Tư vấn Xây dựng Điện 3,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,295,30.0,NORMAL
KBS:HNX:UNI,UNI,HNX,CTCP Đầu Tư Và Phát Triển Sao Mai Việt,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,296,30.0,NORMAL
KBS:HNX:V12,V12,HNX,CTCP Xây dựng Số 12,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,297,30.0,NORMAL
KBS:HNX:V21,V21,HNX,CTCP Vinaconex 21,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,298,30.0,NORMAL
KBS:HNX:VC7,VC7,HNX,CTCP Tập đoàn BGI,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,299,30.0,NORMAL
KBS:HNX:VC9,VC9,HNX,CTCP Xây dựng số 9 - VC9,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,300,30.0,NORMAL
KBS:HNX:VE3,VE3,HNX,CTCP Xây dựng Điện VNECO 3,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,301,30.0,NORMAL
KBS:HNX:VFS,VFS,HNX,CTCP Chứng khoán Nhất Việt,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,302,30.0,NORMAL
KBS:HNX:VGP,VGP,HNX,CTCP Cảng Rau Quả,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,303,30.0,NORMAL
KBS:HNX:VHE,VHE,HNX,CTCP Dược liệu và Thực phẩm Việt Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,304,30.0,NORMAL
KBS:HNX:VIG,VIG,HNX,CTCP Chứng khoán Đầu tư tài chính Việt Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,305,30.0,NORMAL
KBS:HNX:VMC,VMC,HNX,CTCP Vimeco,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,306,30.0,NORMAL
KBS:HNX:VNT,VNT,HNX,CTCP Giao nhận Vận tải Ngoại thương,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,307,30.0,NORMAL
KBS:HNX:VSA,VSA,HNX,CTCP Đại lý Hàng hải Việt Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,308,30.0,NORMAL
KBS:HNX:VTC,VTC,HNX,CTCP Viễn thông VTC,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,309,30.0,NORMAL
KBS:HNX:VTH,VTH,HNX,CTCP Dây cáp Điện Việt Thái,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,310,30.0,NORMAL
KBS:HNX:VTV,VTV,HNX,CTCP Năng lượng và Môi trường VICEM,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,311,30.0,NORMAL
KBS:HNX:VTZ,VTZ,HNX,CTCP Sản xuất và Thương mại Nhựa Việt Thành,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,312,30.0,NORMAL
KBS:HNX:WSS,WSS,HNX,CTCP Chứng khoán Phố Wall,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,313,30.0,NORMAL
KBS:HNX:X20,X20,HNX,CTCP X20,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,314,30.0,NORMAL
KBS:UPCOM:A32,A32,UPCOM,CTCP 32,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,315,20.0,NORMAL
KBS:UPCOM:AAS,AAS,UPCOM,CTCP Chứng khoán SmartInvest,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,316,20.0,NORMAL
KBS:UPCOM:AAV,AAV,UPCOM,CTCP AAV Group,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,317,20.0,NORMAL
KBS:UPCOM:ABI,ABI,UPCOM,CTCP Bảo hiểm Ngân hàng Nông nghiệp Việt Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,318,20.0,NORMAL
KBS:UPCOM:ABW,ABW,UPCOM,CTCP Chứng khoán An Bình,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,319,20.0,NORMAL
KBS:UPCOM:ACS,ACS,UPCOM,CTCP Xây lắp Thương mại 2,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,320,20.0,NORMAL
KBS:UPCOM:AG1,AG1,UPCOM,CTCP 28.1,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,321,20.0,NORMAL
KBS:UPCOM:AGX,AGX,UPCOM,CTCP Thực phẩm Nông Sản xuất khẩu Sài Gòn,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,322,20.0,NORMAL
KBS:UPCOM:AIC,AIC,UPCOM,Tổng Công ty Cổ phần Bảo hiểm DBV,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,323,20.0,NORMAL
KBS:UPCOM:ALV,ALV,UPCOM,CTCP Tập đoàn MCST,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,324,20.0,NORMAL
KBS:UPCOM:ATG,ATG,UPCOM,CTCP ATG Planet,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,325,20.0,NORMAL
KBS:UPCOM:BHP,BHP,UPCOM,CTCP Bia Hà Nội - Hải Phòng,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,326,20.0,NORMAL
KBS:UPCOM:BIG,BIG,UPCOM,CTCP Tập đoàn Đầu tư Big,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,327,20.0,NORMAL
KBS:UPCOM:BIO,BIO,UPCOM,CTCP Vắc xin và Sinh phẩm Nha Trang,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,328,20.0,NORMAL
KBS:UPCOM:BLN,BLN,UPCOM,CTCP Vận tải và Dịch vụ Liên Ninh,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,329,20.0,NORMAL
KBS:UPCOM:BMF,BMF,UPCOM,CTCP Vật liệu Xây dựng và Chất đốt Đồng Nai,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,330,20.0,NORMAL
KBS:UPCOM:BMV,BMV,UPCOM,CTCP Bột mỳ Vinafood 1,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,331,20.0,NORMAL
KBS:UPCOM:BRS,BRS,UPCOM,CTCP Dịch vụ Đô thị Bà Rịa,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,332,20.0,NORMAL
KBS:UPCOM:BSH,BSH,UPCOM,CTCP Bia Sài Gòn - Hà Nội,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,333,20.0,NORMAL
KBS:UPCOM:BSL,BSL,UPCOM,CTCP Bia Sài Gòn - Sông Lam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,334,20.0,NORMAL
KBS:UPCOM:BSP,BSP,UPCOM,CTCP Bia Sài Gòn - Phú Thọ,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,335,20.0,NORMAL
KBS:UPCOM:BSQ,BSQ,UPCOM,CTCP Bia Sài Gòn - Quảng Ngãi,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,336,20.0,NORMAL
KBS:UPCOM:BTU,BTU,UPCOM,CTCP Công trình Đô thị Bến Tre,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,337,20.0,NORMAL
KBS:UPCOM:BVG,BVG,UPCOM,CTCP Group Bắc Việt,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,338,20.0,NORMAL
KBS:UPCOM:C4G,C4G,UPCOM,CTCP Tập đoàn CIENCO4,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,339,20.0,NORMAL
KBS:UPCOM:C92,C92,UPCOM,CTCP Xây dựng và Đầu tư 492,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,340,20.0,NORMAL
KBS:UPCOM:CAT,CAT,UPCOM,CTCP Thủy sản Cà Mau,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,341,20.0,NORMAL
KBS:UPCOM:CBI,CBI,UPCOM,CTCP Gang thép Cao Bằng,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,342,20.0,NORMAL
KBS:UPCOM:CBS,CBS,UPCOM,CTCP Mía Đường Cao Bằng,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,343,20.0,NORMAL
KBS:UPCOM:CC1,CC1,UPCOM,Tổng Công ty Xây dựng Số 1 - CTCP,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,344,20.0,NORMAL
KBS:UPCOM:CDR,CDR,UPCOM,CTCP Xây dựng Cao su Đồng Nai,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,345,20.0,NORMAL
KBS:UPCOM:CHS,CHS,UPCOM,CTCP Chiếu sáng Công cộng Thành phố Hồ Chí Minh,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,346,20.0,NORMAL
KBS:UPCOM:CI5,CI5,UPCOM,CTCP Đầu Tư Xây dựng Số 5,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,347,20.0,NORMAL
KBS:UPCOM:CID,CID,UPCOM,CTCP Xây dựng và Phát triển Cơ sở Hạ tầng,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,348,20.0,NORMAL
