security_id,current_ticker,current_exchange,company_name,sector,listing_date,identity_status,historical_identity_intervals,candidate_sources,known_evidence_tags,required_edge_case,plan_input_status,priority_rank,priority_score,priority_tier
KBS:HOSE:OCB,OCB,HOSE,Ngân hàng TMCP Phương Đông,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,141,40.0,NORMAL
KBS:HOSE:PAC,PAC,HOSE,CTCP Pin Ắc quy Miền Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,142,40.0,NORMAL
KBS:HOSE:PDN,PDN,HOSE,CTCP Cảng Đồng Nai,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,143,40.0,NORMAL
KBS:HOSE:PDV,PDV,HOSE,CTCP Vận Tải Và Tiếp Vận Phương Đông Việt,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,144,40.0,NORMAL
KBS:HOSE:PGI,PGI,HOSE,Tổng Công ty cổ phần Bảo hiểm Petrolimex,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,145,40.0,NORMAL
KBS:HOSE:PGV,PGV,HOSE,Tổng Công ty Phát điện 3 - CTCP,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,146,40.0,NORMAL
KBS:HOSE:PHR,PHR,HOSE,CTCP Cao su Phước Hòa,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,147,40.0,NORMAL
KBS:HOSE:PIT,PIT,HOSE,CTCP Xuất nhập khẩu Petrolimex,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,148,40.0,NORMAL
KBS:HOSE:PLP,PLP,HOSE,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,149,40.0,NORMAL
KBS:HOSE:PTL,PTL,HOSE,CTCP Victory Group,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,150,40.0,NORMAL
KBS:HOSE:PVP,PVP,HOSE,CTCP Vận tải Dầu khí Thái Bình Dương,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,151,40.0,NORMAL
KBS:HOSE:QCG,QCG,HOSE,CTCP Quốc Cường Gia Lai,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,152,40.0,NORMAL
KBS:HOSE:S4A,S4A,HOSE,CTCP Thủy điện Sê San 4A,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,153,40.0,NORMAL
KBS:HOSE:SAB,SAB,HOSE,Tổng Công ty cổ phần Bia - Rượu - Nước giải khát Sài Gòn,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,154,40.0,NORMAL
KBS:HOSE:SAV,SAV,HOSE,CTCP Hợp tác Kinh tế và Xuất nhập khẩu Savimex,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,155,40.0,NORMAL
KBS:HOSE:SBV,SBV,HOSE,CTCP Siam Brothers Việt Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,156,40.0,NORMAL
KBS:HOSE:SC5,SC5,HOSE,CTCP Xây dựng Số 5,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,157,40.0,NORMAL
KBS:HOSE:SCS,SCS,HOSE,CTCP Dịch vụ Hàng hóa Sài Gòn,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,158,40.0,NORMAL
KBS:HOSE:SHI,SHI,HOSE,CTCP Quốc tế Sơn Hà,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,159,40.0,NORMAL
KBS:HOSE:SHP,SHP,HOSE,CTCP Thủy điện Miền Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,160,40.0,NORMAL
KBS:HOSE:SIP,SIP,HOSE,CTCP Đầu tư Sài Gòn VRG,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,161,40.0,NORMAL
KBS:HOSE:SRC,SRC,HOSE,CTCP Cao su Sao Vàng,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,162,40.0,NORMAL
KBS:HOSE:SSB,SSB,HOSE,Ngân hàng TMCP Đông Nam Á,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,163,40.0,NORMAL
KBS:HOSE:SSC,SSC,HOSE,CTCP Giống cây trồng Miền Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,164,40.0,NORMAL
KBS:HOSE:SVC,SVC,HOSE,CTCP Dịch vụ Tổng hợp Sài Gòn,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,165,40.0,NORMAL
KBS:HOSE:SVT,SVT,HOSE,CTCP Công nghệ Sài Gòn Viễn Đông,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,166,40.0,NORMAL
KBS:HOSE:SZC,SZC,HOSE,CTCP Sonadezi Châu Đức,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,167,40.0,NORMAL
KBS:HOSE:TCB,TCB,HOSE,Ngân hàng TMCP Kỹ thương Việt Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,168,40.0,NORMAL
KBS:HOSE:TCL,TCL,HOSE,CTCP Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,169,40.0,NORMAL
KBS:HOSE:TCR,TCR,HOSE,CTCP Công nghiệp Gốm sứ Taicera,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,170,40.0,NORMAL
KBS:HOSE:TDP,TDP,HOSE,CTCP Thuận Đức,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,171,40.0,NORMAL
KBS:HOSE:THG,THG,HOSE,CTCP Đầu tư và Xây dựng Tiền Giang,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,172,40.0,NORMAL
KBS:HOSE:TIX,TIX,HOSE,CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,173,40.0,NORMAL
KBS:HOSE:TMT,TMT,HOSE,CTCP Ô tô TMT,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,174,40.0,NORMAL
KBS:HOSE:TN1,TN1,HOSE,CTCP Rox Key Holdings,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,175,40.0,NORMAL
KBS:HOSE:TNH,TNH,HOSE,CTCP Tập đoàn Bệnh viện TNH,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,176,40.0,NORMAL
KBS:HOSE:TNI,TNI,HOSE,CTCP Tập đoàn Thành Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,177,40.0,NORMAL
KBS:HOSE:TNT,TNT,HOSE,CTCP Tập đoàn TNT,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,178,40.0,NORMAL
KBS:HOSE:TPB,TPB,HOSE,Ngân hàng TMCP Tiên Phong,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,179,40.0,NORMAL
KBS:HOSE:TRC,TRC,HOSE,CTCP Cao su Tây Ninh,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,180,40.0,NORMAL
KBS:HOSE:TV2,TV2,HOSE,CTCP Tư vấn Xây dựng Điện 2,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,181,40.0,NORMAL
KBS:HOSE:TVS,TVS,HOSE,CTCP Chứng khoán Thiên Việt,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,182,40.0,NORMAL
KBS:HOSE:TVT,TVT,HOSE,Tổng Công ty Việt Thắng - CTCP,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,183,40.0,NORMAL
KBS:HOSE:UIC,UIC,HOSE,CTCP Đầu tư Phát triển Nhà và Đô thị IDICO,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,184,40.0,NORMAL
KBS:HOSE:VAB,VAB,HOSE,Ngân hàng TMCP Việt Á,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,185,40.0,NORMAL
KBS:HOSE:VDS,VDS,HOSE,CTCP Chứng khoán Rồng Việt,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,186,40.0,NORMAL
KBS:HOSE:VFG,VFG,HOSE,CTCP Khử trùng Việt Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,187,40.0,NORMAL
KBS:HOSE:VGC,VGC,HOSE,Tổng Công ty Viglacera - CTCP,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,188,40.0,NORMAL
KBS:HOSE:VHM,VHM,HOSE,CTCP Vinhomes,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,189,40.0,NORMAL
KBS:HOSE:VID,VID,HOSE,CTCP Đầu tư Phát triển Thương mại Viễn Đông,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,190,40.0,NORMAL
KBS:HOSE:VIX,VIX,HOSE,CTCP Chứng khoán VIX,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,191,40.0,NORMAL
KBS:HOSE:VJC,VJC,HOSE,CTCP Hàng không Vietjet,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,192,40.0,NORMAL
KBS:HOSE:VMD,VMD,HOSE,CTCP Y Dược phẩm Vimedimex,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,193,40.0,NORMAL
KBS:HOSE:VND,VND,HOSE,CTCP Chứng khoán VNDIRECT,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,194,40.0,NORMAL
KBS:HOSE:VPG,VPG,HOSE,CTCP Đầu tư Thương mại Xuất nhập khẩu Việt Phát,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,195,40.0,NORMAL
KBS:HOSE:VSI,VSI,HOSE,CTCP Đầu tư và Xây dựng Cấp thoát nước,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,196,40.0,NORMAL
KBS:HOSE:VVS,VVS,HOSE,CTCP Đầu tư phát triển máy Việt Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,197,40.0,NORMAL
KBS:UPCOM:DDH,DDH,UPCOM,CTCP Đảm bảo Giao thông Đường thủy Hải Phòng,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,KNOWN_KBS_MISSING_SESSION;PROVIDER_HISTORY_BOUNDARY_CASE,YES,PARTIAL_IDENTITY_UNRESOLVED,198,32.5,NORMAL
KBS:UPCOM:HLS,HLS,UPCOM,CTCP Sứ Kỹ thuật Hoàng Liên Sơn,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,KNOWN_KBS_MISSING_SESSION;PROVIDER_HISTORY_BOUNDARY_CASE,YES,PARTIAL_IDENTITY_UNRESOLVED,199,32.5,NORMAL
KBS:UPCOM:POM,POM,UPCOM,CTCP Thép Pomina,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,KNOWN_KBS_MISSING_SESSION;PROVIDER_HISTORY_BOUNDARY_CASE,YES,PARTIAL_IDENTITY_UNRESOLVED,200,32.5,NORMAL
KBS:UPCOM:SGB,SGB,UPCOM,Ngân hàng TMCP Sài Gòn Công Thương,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,KNOWN_KBS_MISSING_SESSION;PROVIDER_HISTORY_BOUNDARY_CASE,YES,PARTIAL_IDENTITY_UNRESOLVED,201,32.5,NORMAL
KBS:UPCOM:UDC,UDC,UPCOM,CTCP Đầu tư Xây dựng UDCons,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,CORPORATE_ACTION_WINDOW;KNOWN_KBS_MISSING_SESSION;KNOWN_PRICE_BASIS_DIFFERENCE,YES,PARTIAL_IDENTITY_UNRESOLVED,202,32.5,NORMAL
KBS:UPCOM:VNZ,VNZ,UPCOM,CTCP Tập đoàn VNG,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,KNOWN_KBS_MISSING_SESSION;PROVIDER_HISTORY_BOUNDARY_CASE,YES,PARTIAL_IDENTITY_UNRESOLVED,203,32.5,NORMAL
KBS:HNX:ADC,ADC,HNX,CTCP Mỹ thuật và Truyền thông,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,204,30.0,NORMAL
KBS:HNX:AMC,AMC,HNX,CTCP Khoáng sản Á Châu,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,205,30.0,NORMAL
KBS:HNX:AME,AME,HNX,CTCP Alphanam E&C,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,206,30.0,NORMAL
KBS:HNX:AMV,AMV,HNX,CTCP Sản xuất Kinh doanh Dược và Trang thiết bị Y tế Việt Mỹ,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,207,30.0,NORMAL
KBS:HNX:APS,APS,HNX,CTCP Chứng khoán Châu Á Thái Bình Dương,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,208,30.0,NORMAL
KBS:HNX:ATS,ATS,HNX,CTCP Tập đoàn Đầu tư ATS,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,209,30.0,NORMAL
KBS:HNX:BAB,BAB,HNX,Ngân hàng TMCP Bắc Á,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,210,30.0,NORMAL
KBS:HNX:BAX,BAX,HNX,CTCP Thống Nhất,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,211,30.0,NORMAL
KBS:HNX:BBS,BBS,HNX,CTCP VICEM Bao bì Bút Sơn,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,212,30.0,NORMAL
KBS:HNX:BCF,BCF,HNX,CTCP Thực phẩm Bích Chi,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,213,30.0,NORMAL
KBS:HNX:BPC,BPC,HNX,CTCP VICEM Bao bì Bỉm Sơn,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,214,30.0,NORMAL
KBS:HNX:BTS,BTS,HNX,CTCP Xi măng VICEM Bút Sơn,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,215,30.0,NORMAL
KBS:HNX:BTW,BTW,HNX,CTCP Cấp nước Bến Thành,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,216,30.0,NORMAL
KBS:HNX:CAG,CAG,HNX,CTCP Cảng An Giang,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,217,30.0,NORMAL
KBS:HNX:CAP,CAP,HNX,CTCP Lâm Nông sản Thực phẩm Yên Bái,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,218,30.0,NORMAL
KBS:HNX:CAR,CAR,HNX,CTCP Tập đoàn Giáo dục Trí Việt,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,219,30.0,NORMAL
KBS:HNX:CDN,CDN,HNX,CTCP Cảng Đà Nẵng,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,220,30.0,NORMAL
KBS:HNX:CEO,CEO,HNX,CTCP Tập đoàn C.E.O,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,221,30.0,NORMAL
KBS:HNX:CET,CET,HNX,CTCP HTC Holding,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,222,30.0,NORMAL
KBS:HNX:CLH,CLH,HNX,CTCP Xi măng La Hiên VVMI,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,223,30.0,NORMAL
KBS:HNX:CMC,CMC,HNX,CTCP Đầu tư CMC,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,224,30.0,NORMAL
KBS:HNX:CTT,CTT,HNX,CTCP Chế tạo Máy - Vinacomin,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,225,30.0,NORMAL
KBS:HNX:DC2,DC2,HNX,CTCP Đầu tư Phát triển - Xây dựng (DIC) số 2,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,226,30.0,NORMAL
KBS:HNX:DNC,DNC,HNX,CTCP Điện Nước Lắp máy Hải Phòng,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,227,30.0,NORMAL
KBS:HNX:DS3,DS3,HNX,CTCP DS3,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,228,30.0,NORMAL
KBS:HNX:EBS,EBS,HNX,CTCP Sách Giáo dục tại Thành phố Hà Nội,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,229,30.0,NORMAL
KBS:HNX:EVS,EVS,HNX,CTCP Chứng khoán EVS,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,230,30.0,NORMAL
KBS:HNX:FID,FID,HNX,CTCP Đầu tư và Phát triển Doanh nghiệp Việt Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,231,30.0,NORMAL
KBS:HNX:GDW,GDW,HNX,CTCP Cấp nước Gia Định,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,232,30.0,NORMAL
KBS:HNX:HAD,HAD,HNX,CTCP Bia Hà Nội - Hải Dương,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,233,30.0,NORMAL
KBS:HNX:HDA,HDA,HNX,CTCP Hãng sơn Đông Á,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,234,30.0,NORMAL
KBS:HNX:HJS,HJS,HNX,CTCP Thủy điện Nậm Mu,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,235,30.0,NORMAL
KBS:HNX:HLC,HLC,HNX,CTCP Than Hà Lầm - Vinacomin,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,236,30.0,NORMAL
KBS:HNX:HLD,HLD,HNX,CTCP Đầu tư và Phát triển Bất động sản Hudland,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,237,30.0,NORMAL
KBS:HNX:HMH,HMH,HNX,CTCP Hải Minh,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,238,30.0,NORMAL
KBS:HNX:HMR,HMR,HNX,CTCP Đá Hoàng Mai,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,239,30.0,NORMAL
KBS:HNX:INN,INN,HNX,CTCP Bao bì và In Nông nghiệp,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,240,30.0,NORMAL
KBS:HNX:IPA,IPA,HNX,CTCP Tập đoàn Đầu tư I.P.A,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,241,30.0,NORMAL
KBS:HNX:KHS,KHS,HNX,CTCP Kiên Hùng,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,242,30.0,NORMAL
KBS:HNX:KKC,KKC,HNX,CTCP Tập Đoàn Thành Thái,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,243,30.0,NORMAL
