security_id,ticker,exchange,history_policy,estimated_sessions,estimated_pages,estimated_requests,estimate_basis
KBS:UPCOM:DCS,DCS,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DCV,DCV,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DDB,DDB,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DDG,DDG,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DDM,DDM,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DDN,DDN,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DFC,DFC,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DFF,DFF,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DGT,DGT,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DHD,DHD,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DHN,DHN,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DIC,DIC,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DKC,DKC,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DKG,DKG,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DLD,DLD,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DLR,DLR,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DLT,DLT,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DM7,DM7,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DMN,DMN,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DND,DND,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DNE,DNE,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DNM,DNM,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DNN,DNN,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DNT,DNT,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DOC,DOC,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DOP,DOP,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DP2,DP2,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DPH,DPH,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DPP,DPP,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DRG,DRG,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DSD,DSD,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DSG,DSG,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DSH,DSH,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DSP,DSP,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DTH,DTH,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DTP,DTP,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DTR,DTR,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DUS,DUS,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DVC,DVC,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DVG,DVG,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DVN,DVN,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DVW,DVW,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DWC,DWC,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DXL,DXL,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:E29,E29,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:EFI,EFI,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:EGL,EGL,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:EIN,EIN,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:EME,EME,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:EMG,EMG,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:EMS,EMS,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:F88,F88,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:FBC,FBC,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:FCC,FCC,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:FCS,FCS,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:FGL,FGL,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:FHN,FHN,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:FHS,FHS,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:FRC,FRC,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:FRM,FRM,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:FSO,FSO,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:FT1,FT1,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:FTI,FTI,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:FTM,FTM,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:G20,G20,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:G36,G36,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:GCB,GCB,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:GCF,GCF,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:GDA,GDA,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:GDH,GDH,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:GER,GER,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:GH3,GH3,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:GLC,GLC,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:GLW,GLW,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:GMC,GMC,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:GND,GND,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:GTD,GTD,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:GTS,GTS,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:GTT,GTT,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:GTX,GTX,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:GVT,GVT,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:HAC,HAC,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:HAV,HAV,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:HBC,HBC,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
