priority_rank,security_id,ticker,exchange,company_name,instrument_type,selection_status,priority_tier,index_importance_signal,market_importance_signal,exchange_signal,history_signal,identity_signal,known_provider_evidence,duplicate_identity_status,selection_reason
217,KBS:HOSE:VRC,VRC,HOSE,CTCP Bất động sản và Đầu tư VRC,stock,SELECTED_EXPANSION_600,HOSE,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
218,KBS:HOSE:VRE,VRE,HOSE,CTCP Vincom Retail,stock,SELECTED_EXPANSION_600,HOSE,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
219,KBS:HOSE:VSC,VSC,HOSE,CTCP Container Việt Nam,stock,SELECTED_EXPANSION_600,HOSE,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
220,KBS:HOSE:VSH,VSH,HOSE,CTCP Thủy điện Vĩnh Sơn - Sông Hinh,stock,SELECTED_EXPANSION_600,HOSE,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
221,KBS:HOSE:VTB,VTB,HOSE,CTCP Viettronics Tân Bình,stock,SELECTED_EXPANSION_600,HOSE,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
222,KBS:HOSE:VTO,VTO,HOSE,CTCP Vận tải Xăng dầu Vitaco,stock,SELECTED_EXPANSION_600,HOSE,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
223,KBS:HOSE:VTP,VTP,HOSE,Tổng Công ty cổ phần Bưu chính Viettel,stock,SELECTED_EXPANSION_600,HOSE,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
224,KBS:HOSE:YBM,YBM,HOSE,CTCP YBM,stock,SELECTED_EXPANSION_600,HOSE,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
225,KBS:HOSE:YEG,YEG,HOSE,CTCP Tập đoàn Yeah1,stock,SELECTED_EXPANSION_600,HOSE,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
226,KBS:HNX:ALT,ALT,HNX,CTCP Văn hóa Tân Bình,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
227,KBS:HNX:API,API,HNX,CTCP Đầu tư Châu Á - Thái Bình Dương,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
228,KBS:HNX:ARM,ARM,HNX,CTCP Xuất nhập khẩu Hàng không,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
229,KBS:HNX:BED,BED,HNX,CTCP Sách và Thiết bị Trường học Đà Nẵng,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
230,KBS:HNX:BKC,BKC,HNX,CTCP Khoáng sản Bắc Kạn,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
231,KBS:HNX:BNA,BNA,HNX,CTCP Tập đoàn Đầu tư Bảo Ngọc,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
232,KBS:HNX:BVS,BVS,HNX,CTCP Chứng khoán Bảo Việt,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
233,KBS:HNX:BXH,BXH,HNX,CTCP VICEM Bao bì Hải Phòng,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
234,KBS:HNX:C69,C69,HNX,CTCP Xây dựng 1369,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
235,KBS:HNX:CAN,CAN,HNX,CTCP Đồ hộp Hạ Long,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
236,KBS:HNX:CCR,CCR,HNX,CTCP Cảng Cam Ranh,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
237,KBS:HNX:CIA,CIA,HNX,CTCP Dịch vụ Sân bay Quốc tế Cam Ranh,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
238,KBS:HNX:CJC,CJC,HNX,CTCP Cơ điện Miền Trung,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
239,KBS:HNX:CKV,CKV,HNX,CTCP COKYVINA,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
240,KBS:HNX:CLM,CLM,HNX,CTCP Xuất nhập khẩu Than - Vinacomin,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
241,KBS:HNX:CMS,CMS,HNX,CTCP Tập Đoàn CMH Việt Nam,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
242,KBS:HNX:CPC,CPC,HNX,CTCP Thuốc sát trùng Cần Thơ,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
243,KBS:HNX:CSC,CSC,HNX,CTCP Tập đoàn Cotana,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
244,KBS:HNX:CST,CST,HNX,CTCP Than Cao Sơn - TKV,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
245,KBS:HNX:CTB,CTB,HNX,CTCP Chế tạo Bơm Hải Dương,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
246,KBS:HNX:CTP,CTP,HNX,CTCP Tập đoàn CTP Group,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
247,KBS:HNX:CX8,CX8,HNX,CTCP Đầu tư và Xây lắp Constrexim Số 8,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
248,KBS:HNX:D11,D11,HNX,CTCP Địa ốc 11,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
249,KBS:HNX:DAD,DAD,HNX,CTCP Đầu tư và Phát triển Giáo dục Đà Nẵng,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
250,KBS:HNX:DAE,DAE,HNX,CTCP Sách Giáo dục tại Thành phố Đà Nẵng,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
251,KBS:HNX:DHP,DHP,HNX,CTCP Điện cơ Hải Phòng,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
252,KBS:HNX:DHT,DHT,HNX,CTCP Dược phẩm Hà Tây,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
253,KBS:HNX:DIH,DIH,HNX,CTCP Đầu tư Phát triển Xây dựng - Hội An,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
254,KBS:HNX:DL1,DL1,HNX,CTCP Tập đoàn Alpha Seven,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
255,KBS:HNX:DNP,DNP,HNX,CTCP DNP Holding,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
256,KBS:HNX:DP3,DP3,HNX,CTCP Dược phẩm Trung ương 3,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
257,KBS:HNX:DST,DST,HNX,CTCP Đầu tư Sao Thăng Long,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
258,KBS:HNX:DTD,DTD,HNX,CTCP Đầu tư Phát triển Thành Đạt,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
259,KBS:HNX:DTG,DTG,HNX,CTCP Dược phẩm Tipharco,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
260,KBS:HNX:DTK,DTK,HNX,Tổng Công ty Điện lực TKV - CTCP,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
261,KBS:HNX:DVM,DVM,HNX,CTCP Dược liệu Việt Nam,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
262,KBS:HNX:DXP,DXP,HNX,CTCP Cảng Đoạn Xá,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
263,KBS:HNX:ECI,ECI,HNX,CTCP Tập Đoàn ECI,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
264,KBS:HNX:EID,EID,HNX,CTCP Đầu tư và Phát triển Giáo dục Hà Nội,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
265,KBS:HNX:GIC,GIC,HNX,CTCP VSC Green Logistics,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
266,KBS:HNX:GKM,GKM,HNX,CTCP GKM Holdings,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
267,KBS:HNX:GLT,GLT,HNX,CTCP Kỹ thuật Điện Toàn cầu,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
268,KBS:HNX:GMA,GMA,HNX,CTCP G-Automobile,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
269,KBS:HNX:GMX,GMX,HNX,CTCP Gạch ngói Gốm Xây dựng Mỹ Xuân,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
270,KBS:HNX:HAT,HAT,HNX,CTCP Thương mại Bia Hà Nội,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
271,KBS:HNX:HBS,HBS,HNX,CTCP Chứng khoán Hòa Bình,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
272,KBS:HNX:HCC,HCC,HNX,CTCP Bê tông Hòa Cầm - Intimex,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
273,KBS:HNX:HCT,HCT,HNX,CTCP Thương mại Dịch vụ Vận tải Xi măng Hải Phòng,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
274,KBS:HNX:HEV,HEV,HNX,CTCP Sách Đại học - Dạy nghề,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
275,KBS:HNX:HGM,HGM,HNX,CTCP Cơ khí và Khoáng sản Hà Giang,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
276,KBS:HNX:HHC,HHC,HNX,CTCP Bánh kẹo Hải Hà,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
277,KBS:HNX:HKT,HKT,HNX,CTCP QP Holdings,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
278,KBS:HNX:HOM,HOM,HNX,CTCP Xi măng VICEM Hoàng Mai,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
279,KBS:HNX:HTC,HTC,HNX,CTCP Thương mại Hóc Môn,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
280,KBS:HNX:HUT,HUT,HNX,CTCP Tasco,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
281,KBS:HNX:HVT,HVT,HNX,CTCP Hóa chất Việt Trì,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
282,KBS:HNX:ICG,ICG,HNX,CTCP Xây dựng Sông Hồng,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
283,KBS:HNX:IDJ,IDJ,HNX,CTCP Đầu tư IDJ Việt Nam,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
284,KBS:HNX:INC,INC,HNX,CTCP Tư vấn Đầu tư IDICO,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
285,KBS:HNX:ITQ,ITQ,HNX,CTCP Tập đoàn Thiên Quang,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
286,KBS:HNX:IVS,IVS,HNX,CTCP Chứng khoán Guotai Haitong (Việt Nam),stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
287,KBS:HNX:KDM,KDM,HNX,CTCP Tập Đoàn GCL,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
288,KBS:HNX:KMT,KMT,HNX,CTCP Kim khí Miền Trung,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
289,KBS:HNX:KSF,KSF,HNX,CTCP Tập đoàn Sunshine,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
290,KBS:HNX:KSV,KSV,HNX,Tổng Công ty Khoáng sản TKV - CTCP,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
291,KBS:HNX:L14,L14,HNX,CTCP Licogi 14,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
292,KBS:HNX:L40,L40,HNX,CTCP Đầu Tư và Xây dựng 40,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
293,KBS:HNX:LBE,LBE,HNX,CTCP Thương mại và Dịch vụ LVA,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
294,KBS:HNX:LCD,LCD,HNX,CTCP Lắp máy - Thí nghiệm Cơ điện,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
295,KBS:HNX:LHC,LHC,HNX,CTCP Đầu tư và Xây dựng Thủy lợi Lâm Đồng,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
296,KBS:HNX:LIG,LIG,HNX,CTCP Licogi 13,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
297,KBS:HNX:MBG,MBG,HNX,CTCP Tập đoàn MBG,stock,SELECTED_EXPANSION_600,HNX,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,CURRENT_LISTING_ONLY,KBS_CURRENT_LISTING,NO_KNOWN_MATCH,KBS current stock listing; exchange is deterministic pre-crawl priority signal
